Node: gpu001.aire.lee.alces.network
CUDA devices:
Thu Feb 12 11:54:06 2026       
+-----------------------------------------------------------------------------------------+
| NVIDIA-SMI 560.35.03              Driver Version: 560.35.03      CUDA Version: 12.6     |
|-----------------------------------------+------------------------+----------------------+
| GPU  Name                 Persistence-M | Bus-Id          Disp.A | Volatile Uncorr. ECC |
| Fan  Temp   Perf          Pwr:Usage/Cap |           Memory-Usage | GPU-Util  Compute M. |
|                                         |                        |               MIG M. |
|=========================================+========================+======================|
|   0  NVIDIA L40S                    On  |   00000000:C4:00.0 Off |                    0 |
| N/A   35C    P8             34W /  350W |       1MiB /  46068MiB |      0%      Default |
|                                         |                        |                  N/A |
+-----------------------------------------+------------------------+----------------------+
                                                                                         
+-----------------------------------------------------------------------------------------+
| Processes:                                                                              |
[1620/2200] Done: Predicted=LEGITIMATE
[1621/2200] Done: Predicted=LEGITIMATE
[1622/2200] Done: Predicted=LEGITIMATE
[1623/2200] Done: Predicted=PHISHING
[1624/2200] Done: Predicted=PHISHING
[1625/2200] Done: Predicted=LEGITIMATE
[1626/2200] Done: Predicted=LEGITIMATE
[1627/2200] Done: Predicted=PHISHING
[1628/2200] Done: Predicted=LEGITIMATE
[1629/2200] Done: Predicted=PHISHING
[1630/2200] Done: Predicted=LEGITIMATE
[1631/2200] Done: Predicted=LEGITIMATE
[1632/2200] Done: Predicted=LEGITIMATE
[1633/2200] Done: Predicted=LEGITIMATE
[1634/2200] Done: Predicted=PHISHING
[1635/2200] Done: Predicted=LEGITIMATE
[1636/2200] Done: Predicted=LEGITIMATE
[1637/2200] Done: Predicted=PHISHING
[1638/2200] Done: Predicted=PHISHING
[1639/2200] Done: Predicted=LEGITIMATE
[1640/2200] Done: Predicted=PHISHING
[1641/2200] Done: Predicted=PHISHING
[1642/2200] Done: Predicted=LEGITIMATE
[1643/2200] Done: Predicted=LEGITIMATE
[1644/2200] Done: Predicted=LEGITIMATE
[1645/2200] Done: Predicted=PHISHING
[1646/2200] Done: Predicted=PHISHING
[1647/2200] Done: Predicted=PHISHING
[1648/2200] Done: Predicted=PHISHING
[1649/2200] Done: Predicted=PHISHING
[1650/2200] Done: Predicted=PHISHING
[1651/2200] Done: Predicted=PHISHING
[1652/2200] Done: Predicted=LEGITIMATE
[1653/2200] Done: Predicted=LEGITIMATE
[1654/2200] Done: Predicted=PHISHING
[1655/2200] Done: Predicted=LEGITIMATE
[1656/2200] Done: Predicted=LEGITIMATE
[1657/2200] Done: Predicted=LEGITIMATE
[1658/2200] Done: Predicted=PHISHING
[1659/2200] Done: Predicted=PHISHING
[1660/2200] Done: Predicted=LEGITIMATE
[1661/2200] Done: Predicted=LEGITIMATE
[1662/2200] Done: Predicted=LEGITIMATE
[1663/2200] Done: Predicted=PHISHING
[1664/2200] Done: Predicted=PHISHING
[1665/2200] Done: Predicted=PHISHING
[1666/2200] Done: Predicted=LEGITIMATE
[1667/2200] Done: Predicted=PHISHING
[1668/2200] Done: Predicted=LEGITIMATE
[1669/2200] Done: Predicted=LEGITIMATE
[1670/2200] Done: Predicted=LEGITIMATE
[1671/2200] Done: Predicted=PHISHING
[1672/2200] Done: Predicted=LEGITIMATE
[1673/2200] Done: Predicted=LEGITIMATE
[1674/2200] Done: Predicted=LEGITIMATE
[1675/2200] Done: Predicted=LEGITIMATE
[1676/2200] Done: Predicted=LEGITIMATE
[1677/2200] Done: Predicted=PHISHING
[1678/2200] Done: Predicted=LEGITIMATE
[1679/2200] Done: Predicted=LEGITIMATE
[1680/2200] Done: Predicted=LEGITIMATE
[1681/2200] Done: Predicted=PHISHING
[1682/2200] Done: Predicted=LEGITIMATE
[1683/2200] Done: Predicted=PHISHING
[1684/2200] Done: Predicted=LEGITIMATE
[1685/2200] Done: Predicted=LEGITIMATE
[1686/2200] Done: Predicted=PHISHING
[1687/2200] Done: Predicted=PHISHING
[1688/2200] Done: Predicted=LEGITIMATE
[1689/2200] Done: Predicted=PHISHING
[1690/2200] Done: Predicted=PHISHING
[1691/2200] Done: Predicted=PHISHING
[1692/2200] Done: Predicted=LEGITIMATE
[1693/2200] Done: Predicted=LEGITIMATE
[1694/2200] Done: Predicted=LEGITIMATE
[1695/2200] Done: Predicted=PHISHING
[1696/2200] Done: Predicted=PHISHING
[1697/2200] Done: Predicted=PHISHING
[1698/2200] Done: Predicted=LEGITIMATE
[1699/2200] Done: Predicted=PHISHING
[1700/2200] Done: Predicted=LEGITIMATE
[1701/2200] Done: Predicted=PHISHING
[1702/2200] Done: Predicted=LEGITIMATE
[1703/2200] Done: Predicted=LEGITIMATE
[1704/2200] Done: Predicted=LEGITIMATE
[1705/2200] Done: Predicted=PHISHING
[1706/2200] Done: Predicted=PHISHING
[1707/2200] Done: Predicted=LEGITIMATE
[1708/2200] Done: Predicted=LEGITIMATE
[1709/2200] Done: Predicted=LEGITIMATE
[1710/2200] Done: Predicted=PHISHING
[1711/2200] Done: Predicted=LEGITIMATE
[1712/2200] Done: Predicted=PHISHING
[1713/2200] Done: Predicted=LEGITIMATE
[1714/2200] Done: Predicted=LEGITIMATE
[1715/2200] Done: Predicted=LEGITIMATE
[1716/2200] Done: Predicted=LEGITIMATE
[1717/2200] Done: Predicted=PHISHING
[1718/2200] Done: Predicted=PHISHING
[1719/2200] Done: Predicted=PHISHING
[1720/2200] Done: Predicted=PHISHING
[1721/2200] Done: Predicted=LEGITIMATE
[1722/2200] Done: Predicted=PHISHING
[1723/2200] Done: Predicted=PHISHING
[1724/2200] Done: Predicted=PHISHING
[1725/2200] Done: Predicted=LEGITIMATE
[1726/2200] Done: Predicted=LEGITIMATE
[1727/2200] Done: Predicted=LEGITIMATE
[1728/2200] Done: Predicted=LEGITIMATE
[1729/2200] Done: Predicted=LEGITIMATE
[1730/2200] Done: Predicted=PHISHING
[1731/2200] Done: Predicted=PHISHING
[1732/2200] Done: Predicted=PHISHING
[1733/2200] Done: Predicted=LEGITIMATE
[1734/2200] Done: Predicted=LEGITIMATE
[1735/2200] Done: Predicted=PHISHING
[1736/2200] Done: Predicted=LEGITIMATE
[1737/2200] Done: Predicted=LEGITIMATE
[1738/2200] Done: Predicted=PHISHING
[1739/2200] Done: Predicted=PHISHING
[1740/2200] Done: Predicted=None
[1741/2200] Done: Predicted=PHISHING
[1742/2200] Done: Predicted=PHISHING
[1743/2200] Done: Predicted=PHISHING
[1744/2200] Done: Predicted=PHISHING
[1745/2200] Done: Predicted=PHISHING
[1746/2200] Done: Predicted=LEGITIMATE
[1747/2200] Done: Predicted=LEGITIMATE
[1748/2200] Done: Predicted=PHISHING
[1749/2200] Done: Predicted=LEGITIMATE
[1750/2200] Done: Predicted=LEGITIMATE
[1751/2200] Done: Predicted=PHISHING
[1752/2200] Done: Predicted=LEGITIMATE
[1753/2200] Done: Predicted=LEGITIMATE
[1754/2200] Done: Predicted=LEGITIMATE
[1755/2200] Done: Predicted=PHISHING
[1756/2200] Done: Predicted=LEGITIMATE
[1757/2200] Done: Predicted=PHISHING
[1758/2200] Done: Predicted=PHISHING
[1759/2200] Done: Predicted=PHISHING
[1760/2200] Done: Predicted=PHISHING
[1761/2200] Done: Predicted=LEGITIMATE
[1762/2200] Done: Predicted=PHISHING
[1763/2200] Done: Predicted=PHISHING
[1764/2200] Done: Predicted=LEGITIMATE
[1765/2200] Done: Predicted=PHISHING
[1766/2200] Done: Predicted=PHISHING
[1767/2200] Done: Predicted=PHISHING
[1768/2200] Done: Predicted=LEGITIMATE
[1769/2200] Done: Predicted=PHISHING
[1770/2200] Done: Predicted=LEGITIMATE
[1771/2200] Done: Predicted=PHISHING
[1772/2200] Done: Predicted=LEGITIMATE
[1773/2200] Done: Predicted=PHISHING
[1774/2200] Done: Predicted=PHISHING
[1775/2200] Done: Predicted=PHISHING
[1776/2200] Done: Predicted=PHISHING
[1777/2200] Done: Predicted=PHISHING
[1778/2200] Done: Predicted=PHISHING
[1779/2200] Done: Predicted=LEGITIMATE
[1780/2200] Done: Predicted=LEGITIMATE
[1781/2200] Done: Predicted=PHISHING
[1782/2200] Done: Predicted=LEGITIMATE
[1783/2200] Done: Predicted=LEGITIMATE
[1784/2200] Done: Predicted=None
[1785/2200] Done: Predicted=PHISHING
[1786/2200] Done: Predicted=PHISHING
[1787/2200] Done: Predicted=LEGITIMATE
[1788/2200] Done: Predicted=LEGITIMATE
[1789/2200] Done: Predicted=PHISHING
[1790/2200] Done: Predicted=LEGITIMATE
[1791/2200] Done: Predicted=PHISHING
[1792/2200] Done: Predicted=LEGITIMATE
[1793/2200] Done: Predicted=PHISHING
[1794/2200] Done: Predicted=PHISHING
[1795/2200] Done: Predicted=LEGITIMATE
[1796/2200] Done: Predicted=PHISHING
[1797/2200] Done: Predicted=LEGITIMATE
[1798/2200] Done: Predicted=PHISHING
[1799/2200] Done: Predicted=LEGITIMATE
[1800/2200] Done: Predicted=LEGITIMATE
[1801/2200] Done: Predicted=LEGITIMATE
[1802/2200] Done: Predicted=PHISHING
[1803/2200] Done: Predicted=PHISHING
[1804/2200] Done: Predicted=LEGITIMATE
[1805/2200] Done: Predicted=PHISHING
[1806/2200] Done: Predicted=LEGITIMATE
[1807/2200] Done: Predicted=LEGITIMATE
[1808/2200] Done: Predicted=LEGITIMATE
[1809/2200] Done: Predicted=PHISHING
[1810/2200] Done: Predicted=PHISHING
[1811/2200] Done: Predicted=LEGITIMATE
[1812/2200] Done: Predicted=LEGITIMATE
[1813/2200] Done: Predicted=LEGITIMATE
[1814/2200] Done: Predicted=LEGITIMATE
[1815/2200] Done: Predicted=PHISHING
[1816/2200] Done: Predicted=LEGITIMATE
[1817/2200] Done: Predicted=PHISHING
[1818/2200] Done: Predicted=PHISHING
[1819/2200] Done: Predicted=LEGITIMATE
[1820/2200] Done: Predicted=LEGITIMATE
[1821/2200] Done: Predicted=LEGITIMATE
[1822/2200] Done: Predicted=LEGITIMATE
[1823/2200] Done: Predicted=PHISHING
[1824/2200] Done: Predicted=LEGITIMATE
[1825/2200] Done: Predicted=PHISHING
[1826/2200] Done: Predicted=LEGITIMATE
[1827/2200] Done: Predicted=LEGITIMATE
[1828/2200] Done: Predicted=LEGITIMATE
[1829/2200] Done: Predicted=LEGITIMATE
[1830/2200] Done: Predicted=LEGITIMATE
[1831/2200] Done: Predicted=LEGITIMATE
[1832/2200] Done: Predicted=LEGITIMATE
[1833/2200] Done: Predicted=LEGITIMATE
[1834/2200] Done: Predicted=PHISHING
[1835/2200] Done: Predicted=LEGITIMATE
[1836/2200] Done: Predicted=PHISHING
[1837/2200] Done: Predicted=PHISHING
[1838/2200] Done: Predicted=LEGITIMATE
[1839/2200] Done: Predicted=LEGITIMATE
[1840/2200] Done: Predicted=LEGITIMATE
[1841/2200] Done: Predicted=PHISHING
[1842/2200] Done: Predicted=LEGITIMATE
[1843/2200] Done: Predicted=LEGITIMATE
[1844/2200] Done: Predicted=LEGITIMATE
[1845/2200] Done: Predicted=LEGITIMATE
[1846/2200] Done: Predicted=LEGITIMATE
[1847/2200] Done: Predicted=LEGITIMATE
[1848/2200] Done: Predicted=LEGITIMATE
[1849/2200] Done: Predicted=LEGITIMATE
[1850/2200] Done: Predicted=LEGITIMATE
[1851/2200] Done: Predicted=PHISHING
[1852/2200] Done: Predicted=PHISHING
[1853/2200] Done: Predicted=LEGITIMATE
[1854/2200] Done: Predicted=LEGITIMATE
[1855/2200] Done: Predicted=LEGITIMATE
[1856/2200] Done: Predicted=LEGITIMATE
[1857/2200] Done: Predicted=LEGITIMATE
[1858/2200] Done: Predicted=PHISHING
[1859/2200] Done: Predicted=LEGITIMATE
[1860/2200] Done: Predicted=LEGITIMATE
[1861/2200] Done: Predicted=PHISHING
[1862/2200] Done: Predicted=LEGITIMATE
[1863/2200] Done: Predicted=LEGITIMATE
[1864/2200] Done: Predicted=PHISHING
[1865/2200] Done: Predicted=PHISHING
[1866/2200] Done: Predicted=PHISHING
[1867/2200] Done: Predicted=PHISHING
[1868/2200] Done: Predicted=LEGITIMATE
[1869/2200] Done: Predicted=PHISHING
[1870/2200] Done: Predicted=LEGITIMATE
[1871/2200] Done: Predicted=LEGITIMATE
[1872/2200] Done: Predicted=PHISHING
[1873/2200] Done: Predicted=LEGITIMATE
[1874/2200] Done: Predicted=LEGITIMATE
[1875/2200] Done: Predicted=PHISHING
[1876/2200] Done: Predicted=PHISHING
[1877/2200] Done: Predicted=PHISHING
[1878/2200] Done: Predicted=PHISHING
[1879/2200] Done: Predicted=PHISHING
[1880/2200] Done: Predicted=PHISHING
[1881/2200] Done: Predicted=PHISHING
[1882/2200] Done: Predicted=LEGITIMATE
[1883/2200] Done: Predicted=LEGITIMATE
[1884/2200] Done: Predicted=PHISHING
[1885/2200] Done: Predicted=PHISHING
[1886/2200] Done: Predicted=LEGITIMATE
[1887/2200] Done: Predicted=LEGITIMATE
[1888/2200] Done: Predicted=LEGITIMATE
[1889/2200] Done: Predicted=PHISHING
[1890/2200] Done: Predicted=LEGITIMATE
[1891/2200] Done: Predicted=LEGITIMATE
[1892/2200] Done: Predicted=PHISHING
[1893/2200] Done: Predicted=LEGITIMATE
[1894/2200] Done: Predicted=LEGITIMATE
[1895/2200] Done: Predicted=LEGITIMATE
[1896/2200] Done: Predicted=LEGITIMATE
[1897/2200] Done: Predicted=LEGITIMATE
[1898/2200] Done: Predicted=PHISHING
[1899/2200] Done: Predicted=LEGITIMATE
[1900/2200] Done: Predicted=LEGITIMATE
[1901/2200] Done: Predicted=PHISHING
[1902/2200] Done: Predicted=LEGITIMATE
[1903/2200] Done: Predicted=LEGITIMATE
[1904/2200] Done: Predicted=PHISHING
[1905/2200] Done: Predicted=LEGITIMATE
[1906/2200] Done: Predicted=PHISHING
[1907/2200] Done: Predicted=PHISHING
[1908/2200] Done: Predicted=PHISHING
[1909/2200] Done: Predicted=PHISHING
[1910/2200] Done: Predicted=LEGITIMATE
[1911/2200] Done: Predicted=PHISHING
[1912/2200] Done: Predicted=PHISHING
[1913/2200] Done: Predicted=LEGITIMATE
[1914/2200] Done: Predicted=PHISHING
[1915/2200] Done: Predicted=PHISHING
[1916/2200] Done: Predicted=PHISHING
[1917/2200] Done: Predicted=PHISHING
[1918/2200] Done: Predicted=PHISHING
[1919/2200] Done: Predicted=LEGITIMATE
[1920/2200] Done: Predicted=PHISHING
[1921/2200] Done: Predicted=PHISHING
[1922/2200] Done: Predicted=PHISHING
[1923/2200] Done: Predicted=PHISHING
[1924/2200] Done: Predicted=LEGITIMATE
[1925/2200] Done: Predicted=LEGITIMATE
[1926/2200] Done: Predicted=PHISHING
[1927/2200] Done: Predicted=PHISHING
[1928/2200] Done: Predicted=LEGITIMATE
[1929/2200] Done: Predicted=LEGITIMATE
[1930/2200] Done: Predicted=LEGITIMATE
[1931/2200] Done: Predicted=LEGITIMATE
[1932/2200] Done: Predicted=LEGITIMATE
[1933/2200] Done: Predicted=LEGITIMATE
[1934/2200] Done: Predicted=LEGITIMATE
[1935/2200] Done: Predicted=LEGITIMATE
[1936/2200] Done: Predicted=PHISHING
[1937/2200] Done: Predicted=LEGITIMATE
[1938/2200] Done: Predicted=LEGITIMATE
[1939/2200] Done: Predicted=LEGITIMATE
[1940/2200] Done: Predicted=LEGITIMATE
[1941/2200] Done: Predicted=PHISHING
[1942/2200] Done: Predicted=LEGITIMATE
[1943/2200] Done: Predicted=LEGITIMATE
[1944/2200] Done: Predicted=LEGITIMATE
[1945/2200] Done: Predicted=LEGITIMATE
[1946/2200] Done: Predicted=PHISHING
[1947/2200] Done: Predicted=LEGITIMATE
[1948/2200] Done: Predicted=LEGITIMATE
[1949/2200] Done: Predicted=LEGITIMATE
[1950/2200] Done: Predicted=LEGITIMATE
[1951/2200] Done: Predicted=LEGITIMATE
[1952/2200] Done: Predicted=PHISHING
[1953/2200] Done: Predicted=LEGITIMATE
[1954/2200] Done: Predicted=PHISHING
[1955/2200] Done: Predicted=LEGITIMATE
[1956/2200] Done: Predicted=LEGITIMATE
[1957/2200] Done: Predicted=LEGITIMATE
[1958/2200] Done: Predicted=LEGITIMATE
[1959/2200] Done: Predicted=LEGITIMATE
[1960/2200] Done: Predicted=PHISHING
[1961/2200] Done: Predicted=PHISHING
[1962/2200] Done: Predicted=PHISHING
[1963/2200] Done: Predicted=LEGITIMATE
[1964/2200] Done: Predicted=PHISHING
[1965/2200] Done: Predicted=LEGITIMATE
[1966/2200] Done: Predicted=LEGITIMATE
[1967/2200] Done: Predicted=PHISHING
[1968/2200] Done: Predicted=PHISHING
[1969/2200] Done: Predicted=LEGITIMATE
[1970/2200] Done: Predicted=PHISHING
[1971/2200] Done: Predicted=PHISHING
[1972/2200] Done: Predicted=LEGITIMATE
[1973/2200] Done: Predicted=PHISHING
[1974/2200] Done: Predicted=PHISHING
[1975/2200] Done: Predicted=PHISHING
[1976/2200] Done: Predicted=LEGITIMATE
[1977/2200] Done: Predicted=LEGITIMATE
[1978/2200] Done: Predicted=LEGITIMATE
[1979/2200] Done: Predicted=PHISHING
[1980/2200] Done: Predicted=PHISHING
[1981/2200] Done: Predicted=PHISHING
[1982/2200] Done: Predicted=LEGITIMATE
[1983/2200] Done: Predicted=PHISHING
[1984/2200] Done: Predicted=PHISHING
[1985/2200] Done: Predicted=PHISHING
[1986/2200] Done: Predicted=PHISHING
[1987/2200] Done: Predicted=LEGITIMATE
[1988/2200] Done: Predicted=PHISHING
[1989/2200] Done: Predicted=PHISHING
[1990/2200] Done: Predicted=PHISHING
[1991/2200] Done: Predicted=PHISHING
[1992/2200] Done: Predicted=PHISHING
[1993/2200] Done: Predicted=PHISHING
[1994/2200] Done: Predicted=PHISHING
[1995/2200] Done: Predicted=LEGITIMATE
[1996/2200] Done: Predicted=LEGITIMATE
[1997/2200] Done: Predicted=PHISHING
[1998/2200] Done: Predicted=LEGITIMATE
[1999/2200] Done: Predicted=PHISHING
[2000/2200] Done: Predicted=PHISHING
[2001/2200] Done: Predicted=PHISHING
[2002/2200] Done: Predicted=PHISHING
[2003/2200] Done: Predicted=LEGITIMATE
[2004/2200] Done: Predicted=LEGITIMATE
[2005/2200] Done: Predicted=PHISHING
[2006/2200] Done: Predicted=None
[2007/2200] Done: Predicted=LEGITIMATE
[2008/2200] Done: Predicted=LEGITIMATE
[2009/2200] Done: Predicted=PHISHING
[2010/2200] Done: Predicted=PHISHING
[2011/2200] Done: Predicted=LEGITIMATE
[2012/2200] Done: Predicted=LEGITIMATE
[2013/2200] Done: Predicted=LEGITIMATE
[2014/2200] Done: Predicted=LEGITIMATE
[2015/2200] Done: Predicted=PHISHING
[2016/2200] Done: Predicted=PHISHING
[2017/2200] Done: Predicted=PHISHING
[2018/2200] Done: Predicted=LEGITIMATE
[2019/2200] Done: Predicted=PHISHING
[2020/2200] Done: Predicted=PHISHING
[2021/2200] Done: Predicted=LEGITIMATE
[2022/2200] Done: Predicted=LEGITIMATE
[2023/2200] Done: Predicted=PHISHING
[2024/2200] Done: Predicted=LEGITIMATE
[2025/2200] Done: Predicted=LEGITIMATE
[2026/2200] Done: Predicted=LEGITIMATE
[2027/2200] Done: Predicted=PHISHING
[2028/2200] Done: Predicted=LEGITIMATE
[2029/2200] Done: Predicted=LEGITIMATE
[2030/2200] Done: Predicted=LEGITIMATE
[2031/2200] Done: Predicted=PHISHING
[2032/2200] Done: Predicted=PHISHING
[2033/2200] Done: Predicted=LEGITIMATE
[2034/2200] Done: Predicted=LEGITIMATE
[2035/2200] Done: Predicted=LEGITIMATE
[2036/2200] Done: Predicted=PHISHING
[2037/2200] Done: Predicted=LEGITIMATE
[2038/2200] Done: Predicted=LEGITIMATE
[2039/2200] Done: Predicted=PHISHING
[2040/2200] Done: Predicted=PHISHING
[2041/2200] Done: Predicted=LEGITIMATE
[2042/2200] Done: Predicted=PHISHING
[2043/2200] Done: Predicted=PHISHING
[2044/2200] Done: Predicted=PHISHING
[2045/2200] Done: Predicted=PHISHING
[2046/2200] Done: Predicted=PHISHING
[2047/2200] Done: Predicted=LEGITIMATE
[2048/2200] Done: Predicted=LEGITIMATE
[2049/2200] Done: Predicted=LEGITIMATE
[2050/2200] Done: Predicted=PHISHING
[2051/2200] Done: Predicted=LEGITIMATE
[2052/2200] Done: Predicted=LEGITIMATE
[2053/2200] Done: Predicted=PHISHING
[2054/2200] Done: Predicted=PHISHING
[2055/2200] Done: Predicted=PHISHING
[2056/2200] Done: Predicted=PHISHING
[2057/2200] Done: Predicted=PHISHING
[2058/2200] Done: Predicted=PHISHING
[2059/2200] Done: Predicted=PHISHING
[2060/2200] Done: Predicted=LEGITIMATE
[2061/2200] Done: Predicted=LEGITIMATE
[2062/2200] Done: Predicted=PHISHING
[2063/2200] Done: Predicted=LEGITIMATE
[2064/2200] Done: Predicted=PHISHING
[2065/2200] Done: Predicted=LEGITIMATE
[2066/2200] Done: Predicted=PHISHING
[2067/2200] Done: Predicted=LEGITIMATE
[2068/2200] Done: Predicted=PHISHING
[2069/2200] Done: Predicted=PHISHING
[2070/2200] Done: Predicted=PHISHING
[2071/2200] Done: Predicted=LEGITIMATE
[2072/2200] Done: Predicted=LEGITIMATE
[2073/2200] Done: Predicted=LEGITIMATE
[2074/2200] Done: Predicted=PHISHING
[2075/2200] Done: Predicted=PHISHING
[2076/2200] Done: Predicted=PHISHING
[2077/2200] Done: Predicted=PHISHING
[2078/2200] Done: Predicted=PHISHING
[2079/2200] Done: Predicted=PHISHING
[2080/2200] Done: Predicted=LEGITIMATE
[2081/2200] Done: Predicted=PHISHING
[2082/2200] Done: Predicted=LEGITIMATE
[2083/2200] Done: Predicted=LEGITIMATE
[2084/2200] Done: Predicted=PHISHING
[2085/2200] Done: Predicted=PHISHING
[2086/2200] Done: Predicted=PHISHING
[2087/2200] Done: Predicted=PHISHING
[2088/2200] Done: Predicted=PHISHING
[2089/2200] Done: Predicted=LEGITIMATE
[2090/2200] Done: Predicted=PHISHING
[2091/2200] Done: Predicted=PHISHING
[2092/2200] Done: Predicted=LEGITIMATE
[2093/2200] Done: Predicted=PHISHING
[2094/2200] Done: Predicted=PHISHING
[2095/2200] Done: Predicted=LEGITIMATE
[2096/2200] Done: Predicted=PHISHING
[2097/2200] Done: Predicted=LEGITIMATE
[2098/2200] Done: Predicted=PHISHING
[2099/2200] Done: Predicted=PHISHING
[2100/2200] Done: Predicted=LEGITIMATE
[2101/2200] Done: Predicted=LEGITIMATE
[2102/2200] Done: Predicted=LEGITIMATE
[2103/2200] Done: Predicted=PHISHING
[2104/2200] Done: Predicted=PHISHING
[2105/2200] Done: Predicted=PHISHING
[2106/2200] Done: Predicted=LEGITIMATE
[2107/2200] Done: Predicted=LEGITIMATE
[2108/2200] Done: Predicted=PHISHING
[2109/2200] Done: Predicted=LEGITIMATE
[2110/2200] Done: Predicted=LEGITIMATE
[2111/2200] Done: Predicted=PHISHING
[2112/2200] Done: Predicted=LEGITIMATE
[2113/2200] Done: Predicted=PHISHING
[2114/2200] Done: Predicted=LEGITIMATE
[2115/2200] Done: Predicted=PHISHING
[2116/2200] Done: Predicted=LEGITIMATE
[2117/2200] Done: Predicted=PHISHING
[2118/2200] Done: Predicted=LEGITIMATE
[2119/2200] Done: Predicted=PHISHING
[2120/2200] Done: Predicted=PHISHING
[2121/2200] Done: Predicted=LEGITIMATE
[2122/2200] Done: Predicted=PHISHING
[2123/2200] Done: Predicted=LEGITIMATE
[2124/2200] Done: Predicted=LEGITIMATE
[2125/2200] Done: Predicted=PHISHING
[2126/2200] Done: Predicted=PHISHING
[2127/2200] Done: Predicted=PHISHING
[2128/2200] Done: Predicted=PHISHING
[2129/2200] Done: Predicted=LEGITIMATE
[2130/2200] Done: Predicted=PHISHING
[2131/2200] Done: Predicted=LEGITIMATE
[2132/2200] Done: Predicted=LEGITIMATE
[2133/2200] Done: Predicted=LEGITIMATE
[2134/2200] Done: Predicted=LEGITIMATE
[2135/2200] Done: Predicted=LEGITIMATE
[2136/2200] Done: Predicted=PHISHING
[2137/2200] Done: Predicted=PHISHING
[2138/2200] Done: Predicted=LEGITIMATE
[2139/2200] Done: Predicted=LEGITIMATE
[2140/2200] Done: Predicted=LEGITIMATE
[2141/2200] Done: Predicted=PHISHING
[2142/2200] Done: Predicted=LEGITIMATE
[2143/2200] Done: Predicted=LEGITIMATE
[2144/2200] Done: Predicted=PHISHING
[2145/2200] Done: Predicted=PHISHING
[2146/2200] Done: Predicted=LEGITIMATE
[2147/2200] Done: Predicted=PHISHING
[2148/2200] Done: Predicted=PHISHING
[2149/2200] Done: Predicted=LEGITIMATE
[2150/2200] Done: Predicted=LEGITIMATE
[2151/2200] Done: Predicted=LEGITIMATE
[2152/2200] Done: Predicted=PHISHING
[2153/2200] Done: Predicted=PHISHING
[2154/2200] Done: Predicted=PHISHING
[2155/2200] Done: Predicted=LEGITIMATE
[2156/2200] Done: Predicted=LEGITIMATE
[2157/2200] Done: Predicted=LEGITIMATE
[2158/2200] Done: Predicted=LEGITIMATE
[2159/2200] Done: Predicted=PHISHING
[2160/2200] Done: Predicted=LEGITIMATE
[2161/2200] Done: Predicted=LEGITIMATE
[2162/2200] Done: Predicted=LEGITIMATE
[2163/2200] Done: Predicted=LEGITIMATE
[2164/2200] Done: Predicted=LEGITIMATE
[2165/2200] Done: Predicted=LEGITIMATE
[2166/2200] Done: Predicted=PHISHING
[2167/2200] Done: Predicted=LEGITIMATE
[2168/2200] Done: Predicted=PHISHING
[2169/2200] Done: Predicted=LEGITIMATE
[2170/2200] Done: Predicted=PHISHING
[2171/2200] Done: Predicted=PHISHING
[2172/2200] Done: Predicted=LEGITIMATE
[2173/2200] Done: Predicted=PHISHING
[2174/2200] Done: Predicted=LEGITIMATE
[2175/2200] Done: Predicted=PHISHING
[2176/2200] Done: Predicted=LEGITIMATE
[2177/2200] Done: Predicted=LEGITIMATE
[2178/2200] Done: Predicted=PHISHING
[2179/2200] Done: Predicted=LEGITIMATE
[2180/2200] Done: Predicted=LEGITIMATE
[2181/2200] Done: Predicted=PHISHING
[2182/2200] Done: Predicted=LEGITIMATE
[2183/2200] Done: Predicted=PHISHING
[2184/2200] Done: Predicted=PHISHING
[2185/2200] Done: Predicted=PHISHING
[2186/2200] Done: Predicted=PHISHING
[2187/2200] Done: Predicted=LEGITIMATE
[2188/2200] Done: Predicted=PHISHING
[2189/2200] Done: Predicted=PHISHING
[2190/2200] Done: Predicted=LEGITIMATE
[2191/2200] Done: Predicted=LEGITIMATE
[2192/2200] Done: Predicted=PHISHING
[2193/2200] Done: Predicted=PHISHING
[2194/2200] Done: Predicted=LEGITIMATE
[2195/2200] Done: Predicted=LEGITIMATE
[2196/2200] Done: Predicted=LEGITIMATE
[2197/2200] Done: Predicted=LEGITIMATE
[2198/2200] Done: Predicted=PHISHING
[2199/2200] Done: Predicted=PHISHING
